name,calories,portion,unite
Salami danois herta,426,100,gramme
Salde composé ninie,105,100,gramme
Salsifis,76.9,100,gramme
Salsifis (marque repére),30,100,gramme
Salsifis bonduelle,26,100,gramme
Salvetat citron citron-vert,0,100,ml
Samosas,252,100,gramme
Samossa crevette surgelé,127,100,gramme
Samossas mini (monoprix),243,100,gramme
Samossas x 6 monoprix,243,100,gramme
Samoussa au thon,61,1,unité
Sandre,83.1,100,gramme
Sandwich au pain de mie de complet jambon fumé-oeufs mimosa daunat : par portion de 160g,411,1,portion
Sandwich bacon fume uf crudité,213,100,gramme
Sandwich brazer kfc,223,100,gramme
Sandwich grec (kebab),298.7,100,gramme
Sandwich jambon beurre monoprix pain complet,215,100,gramme
Sandwich jambon emmental pain de mie leader price (145g),266,100,gramme
Sandwich jambon-crudités pain de mie sodebo,361,100,gramme
Sandwich jambon-emmental  - paul,299,100,gramme
Sandwich maxi campagne jambon emmental sodebo,315,100,gramme
Sandwich pain de mie complet jambon-crudités sodeb'o : par portion de 145g,357,1,portion
Sandwich pain de mie complet rosette sodeb'o : par portion de 125g,487,1,portion
Sandwich pain de mie jambon beurre (u),270,100,gramme
Sandwich pain de mie jambon emmental (u),260,100,gramme
Sandwich pain de mie poulet pesto carrefour,228,100,gramme
Sandwich pain suédois bacon sodeb'o : par portion de 135g,410,1,portion
Sandwich poulet crudites,196.4,100,gramme
Sandwich poulet rôti mayonnaise allégée - côté snack,220,100,gramme
Sandwich poulet roti mayonnaise allégée pain de mie complet ( le gaulois ),250,100,gramme
"Sandwich poulet-œuf-cornichons (baguette pain viennois), lidl",209,100,gramme
"Sandwich sodebo ""le suédois"" jambon cheddar fondu",413,1,unité
Sandwich subway (15cm) chicken tikka + légumes + fromage + pain italien sans sauce,369,1,portion
"Sandwich thon-tomate-œuf (baguette pain viennois), lidl",228,100,gramme
Sandwich tomate bacon laitue carrefour,232,100,gramme
Sandwich triangle pain de mie poulet rôti-mayonnaise daunat : par portion de 160g,440,1,portion
Sandwich viennois au poulet daunat : par unité de 235g,514,1,unité
Sandwich weightwatchers jambon emmental,181,100,gramme
Sandwich weightwatchers poulet fumé chèvre crudité,208,100,gramme
Sandwich weightwatchers thon crudités oeuf,163,100,gramme
"Sandwich ""brûleur de graisses""",370,1,unité
Sandwich-club surimi sodebo (par unité),351,1,unité
Sandwich-club thon-crudités sodebo (par unité),394,1,unité
Sandwiche glacé au soya saveur vanille,150,1,unité
Sandwiches au beurre ( everyday ),124,1,unité
Sanglier (portion 140gr),155,1,portion
Sanglier sauce veneur fleury michon (plat 300gr),354,1,portion
"Sanglier, rôti",153,100,gramme
Sardine à l'huile,184.9,100,gramme
Sardine à la tomate (conserve),182,100,gramme
Sardine à l'huile de colza leader price,210,100,gramme
Sardine crue,163,100,gramme
Sardine entière,142,100,gramme
Sardine huile d'olive extra vierge dia,218,1,portion
Sardines à la sauce tomate glenryck,101,100,gramme
Sardines à l'huile d'olive et au citron (monoprix),303,100,gramme
Sardines à l'huile d'olive vierge extra,230,100,gramme
Sardines à l'huile d'olive vierge extra carrefour,170,100,gramme
Sardines genereuse connétable tomate et petits légumes,170,100,gramme
Sardines john west bbq sauce,146,100,gramme
Sarrasin instantané (myprotein),335,100,gramme
Sarrazin,402,100,gramme
Sarriette moulue,272,100,gramme
Sashimi saumon,82,1,tranche
Sashimi thon,30.5,1,tranche
Sauccisse morteau,320,100,gramme
"Sauce à cuisiner fajita original ""old el paso""",39,100,gramme
Sauce à la bolognaise picard,199,100,gramme
Sauce à la crème weight watchers,47,100,gramme
Sauce à l'échalote à la crème fraiche knorr,140,100,ml
Sauce à salade thomy french light,122,100,gramme
Sauce aigre douce,120,1,portion
Sauce aïoli devos lemmens,752,100,gramme
Sauce amora au fromage blanc et fines herbes,231,100,gramme
Sauce amora au poivre,62,100,gramme
Sauce andalouse (devos lemmens),560,100,gramme
Sauce au fromage pour nacho,189,100,gramme
Sauce au jus déshydratée,188,100,ml
Sauce aux 4 fromages panzani,119,100,gramme
Sauce aux cèpes tipiak,60,1,portion
Sauce aux morilles surgelée tipiak,110,100,gramme
Sauce aux tomates cuisinées (monoprix),54,100,gramme
Sauce aux tomates fraîches fiorini,50,100,gramme
Sauce barbecue,129.9,100,gramme
Sauce barbecue amora,130,100,gramme
Sauce barilla à la tomate et au basilic,54,100,gramme
Sauce barilla à la tomate et aux olives,92,100,gramme
Sauce barilla au pesto à la genoveses ,536,100,gramme
Sauce barilla au pesto rosso ,330,100,gramme
Sauce barilla pesto alla calabrese,368,100,gramme
Sauce basilic pour carpaccio (aux 100 g - servi en dosette de 15 ou 20 gr),488,100,gramme
Sauce bearnaise dia,561,100,gramme
Sauce bechamel,113,100,gramme
Sauce béchamel à la crème déshydraté (cora),395,100,gramme
Sauce bechamel à la noix de muscade knorr,80,100,gramme
Sauce bechamel au lait entier (casino),101,100,gramme
Sauce bechamel elle&vire,130,100,gramme
Sauce béchamel knorr à la noix de muscade,80,100,gramme
Sauce beurre blanc surgelée tipiak,145,100,gramme
Sauce beurre citron picard,209,100,gramme
Sauce beurre citron surgelée tipiak 6 parts,76,1,part
Sauce bolognaise casino,91,100,gramme
Sauce bolognaise panzani,79,100,gramme
Sauce bolognese heinz,59,100,gramme
Sauce buitoni aux olives,95,100,gramme
Sauce buitoni boscaiola,96,100,gramme
Sauce buitoni sauce napoletana aux tomates cuisinées et aux oignons,94,100,gramme
Sauce burger amora,240,100,gramme
Sauce carbonara (panzani),124,100,gramme
Sauce champignons u,47,100,gramme
Sauce chasseur à l'ancienne - maggi,426,100,gramme
Sauce crudicroc de bénédicta,195,100,gramme
Sauce crudité nature bénédicta,286,100,gramme
Sauce crudité ondilege 14 % mg,164,100,gramme
Sauce crudités amora extra légère,190,100,gramme
Sauce crudités aux fines herbes carrefour light,55,100,gramme
Sauce crudités nature allmg leader price,184,100,gramme
Sauce crudités nature bénédicta,146,100,gramme
Sauce crudités nature extra légère champion,185,100,gramme
Sauce crudités rustica nature allégée,190,100,ml
Sauce crudités(leader price),340,100,gramme
Sauce curry au légumerustica,75,100,gramme
"Sauce curry au yogourt bulgare 3,5 % mg",77.25,100,gramme
Sauce curry bio monoprix,121,100,gramme
Sauce curry doux professionnel knorr,160,100,gramme
Sauce curry oh ouizz benedicta,292,100,gramme
Sauce de steaks de soja aux petits légumes,165,100,gramme
Sauce delhaize aux figues,73,100,gramme
Sauce fajita auchan,29,100,gramme
Sauce fine maggi - ma sauce fine champignon aux fines lamelles de champignons,159,100,gramme
Sauce hamburger amora,240,100,gramme
Sauce hollandaise en poudre nestlé chef,436,100,gramme
Sauce knorr à salade provençale,340,100,gramme
Sauce lesieur cruditée nature légère,182,100,gramme
Sauce maggi au beurre blanc ,164,100,gramme
Sauce nuggets amora,360,100,gramme
Sauce nuoc mam,54,100,ml
Sauce olives basalic panzani,63,100,gramme
Sauce original salsa pour fatitas,42.4,100,gramme
Sauce oseille surgelée tipiak 6 parts,78,1,part
Sauce panzani champignons des bois,64,100,gramme
Sauce panzani objectif 5 légumes (3x95grs),42,100,gramme
Sauce panzani objectif 5 légumes le violet (3x95grs),50,1,portion
Sauce panzani spaghetoaux sauce cèpes et bolets,76,100,gramme
Sauce pita devos lemmens,584,100,gramme
Sauce pizzaïola olives origan buitoni,79,100,gramme
Sauce poivre (carrefour),492,100,gramme
Sauce poivres carrefour,112,100,gramme
Sauce pomodoro de combino lidl,60,100,gramme
Sauce potatoes amora,270,100,gramme
Sauce poulet moutardé miam's amora,288,100,gramme
Sauce pour nems suzi wan,172,100,gramme
Sauce pour préparation aigre-douce (suzi wan),68,100,gramme
Sauce provençale champion,53,100,gramme
Sauce provencale panzani tomate fraiche,58,100,gramme
Sauce roquefort carrefour,118,100,gramme
Sauce salade à la moutarde quick,205,1,portion
Sauce salade ail et ciboulette florette,383,100,gramme
Sauce salade au fromage bleu bémia,260,100,ml
Sauce salade casino,148,100,gramme
Sauce salade extra light (devos lemmens),151,100,gramme
Sauce salade isio actistérol (lesieur),166,100,gramme
Sauce salsa burritos,50,100,gramme
Sauce salsa mexicaine medium (leader price),58,100,gramme
Sauce sandwich curry 950ml,320,100,gramme
Sauce sandwich oignon poivron 950 ml,290,100,gramme
Sauce sandwich tomate basilic 950 ml,305,100,gramme
Sauce soja (suzi wan),54,100,gramme
Sauce soja gratin,104,100,gramme
Sauce soja gratin bjorg,104,100,ml
Sauce sveltesse aux champignons,39,100,gramme
Sauce tartare aux cornichons et aux câpres cora,573,100,gramme
Sauce tartare aux cornichons et câpres (carrefour),544,100,gramme
Sauce tomate arrabiata (sacla),276,100,gramme
Sauce tomate au basilic et huile d'olive (monoprix),71,100,gramme
Sauce tomate aux légumes carrefour,60,100,gramme
Sauce tomate aux légumes leader price ,47,100,gramme
Sauce tomate aux olives (delicato-aldi),57,100,gramme
Sauce tomate aux olives aldi,75,100,gramme
Sauce tomate basilic aldi,67,100,gramme
Sauce tomate bolognese en pot,91,100,gramme
Sauce tomate cuisinee aux petits legumes panzani,149.5,100,gramme
Sauce tomate cuisinées aux tomates fraiches,69,100,gramme
Sauce tomate heinz cuisinée ail et oignon,80,100,gramme
Sauce tomate mutti,26,100,gramme
Sauce tomate napolitaine à l'huile d'olive (monoprix),71,100,gramme
Sauce tomate panzani olives basilic,59,100,gramme
Sauce tomate poivrons aubergines (sacla),238,100,gramme
Sauce tomate provencal auchan,66,100,gramme
Sauce tomates artichauts u,204,100,gramme
Sauce tomates fraiches panzani,49,100,gramme
Sauce tomy french dijon,210,100,gramme
Sauce uncle ben's sauce basquaise,60,100,gramme
Sauce uncle ben's sauce chili doux ,58,100,gramme
Sauce uncle ben's sauce curry doux,66,100,gramme
Sauce vinaigrette nature,241,100,ml
Sauce weight watchers à la crème,47,100,gramme
Sauce yaourt pour salades ail-fines herbes,233,100,gramme
Sauce 'salsa dip' old el paso,34,100,gramme
Sauces tomate napolitaine fiorini,69,100,gramme
Saucisse 100% volaille repère,158,100,gramme
Saucisse à croquer au poivre dulano lidl,409,100,gramme
Saucisse agneau picard,189,100,gramme
Saucisse alsacienne fumée,473,100,gramme
Saucisse au poulet halal (maple lodge farms),211,100,gramme
Saucisse bio wheaty gluten blé,273,100,gramme
Saucisse de  montbéliard,337.8,100,gramme
Saucisse de boeuf lite - coles,138,100,gramme
Saucisse de dinde carrefour,301,100,gramme
Saucisse de morteau,319.8,100,gramme
Saucisse de poulet aldi,139,100,gramme
Saucisse de poulet marque casino,100,1,unité
Saucisse de strasbourg,281,100,gramme
Saucisse de strasbourg (éco +),316,100,ml
Saucisse de strasbourg knacks (marque repère),302,100,gramme
Saucisse de toulouse,254,100,gramme
Saucisse de veau (charcuterie),171,100,gramme
Saucisse de veau à rôtir - terra suisse,230,100,gramme
Saucisse fumée au porc et au boeuf (1 grande : 10 cm x 3 cm dia),236,1,unité
Saucisse fumée au porc et au boeuf (1 petite : 5 cm x 2 cm dia),56,1,unité
Saucisse knacki herta : par unité de 35g,98,1,unité
Saucisse knaki herta,274,100,gramme
Saucisse montelimart,337,100,gramme
Saucisse porc et boeuf fumée au cheddar,296,100,gramme
Saucisse sec de porc fumé krakus (pologne),426,100,gramme
Saucisse type knaki fleury michon -25% de sel,138,100,gramme
Saucisse végétale taifun viennoise,267,100,gramme
Saucisses (végétariennes) tivall,244,100,gramme
Saucisses aux lentilles cuisinees aux petits legumes marque repere,110,100,gramme
Saucisses aux lentilles en conserve (carrefour),123,100,gramme
Saucisses aux lentilles william saurin,104,100,gramme
Saucisses cocktail panda,182,100,gramme
Saucisses de poulet fumées super u : par unité de 35g,105,1,unité
Saucisses de strasbourg grand jury,290,100,gramme
Saucisses de veau picard,173,100,gramme
Saucisses fumées aux lentilles vertes (monoprix),146,100,gramme
Saucisses knack de poulet,242,100,gramme
Saucisses knacks x6 monoprix,291,100,gramme
Saucisses végétariennes viana,235,100,gramme
Saucisson,348,100,gramme
Saucisson a l'ail fumé a l'ancienne25 % mg,268,100,gramme
Saucisson calabresse,300,100,gramme
Saucisson de jambon (delhaize),231,100,gramme
Saucisson gaumais,313,100,gramme
Saucisson sec des pyrénées tranché dia,282,100,gramme
Saucisson sec extra maigre,280,100,gramme
Saucisson sec justin bridou,458,100,gramme
Sauge,399.5,100,gramme
Sauge moulue,315,100,gramme
Saumon à la ciboulette-cap océan,197,100,gramme
Saumon à l'oseille (dia-ed),122,100,gramme
Saumon à l'oseille (marie),144,100,gramme
Saumon à l'oseille la cuisine des saveurs (aldi),148,100,gramme
Saumon atlantique au naturel sans peau conserve (casino),144,100,gramme
Saumon atlantique fumé  ( aldi ),193,100,gramme
Saumon atlantique fumé  ( aldi ) delikato,193,100,gramme
Saumon atlantique fumé carrefour,193,100,gramme
Saumon atlantique fumé élevé en ecosse (selection andré ledun),176,100,gramme
Saumon atlantique tortis et crème à l'aneth (leader price),203,100,gramme
Saumon en conserve,191,100,gramme
Saumon et farfalle weight watchers (rayon frais) : par plat de 300g,323,1,portion
Saumon et purée de pommes de terre aux epinard (auchan),139,100,gramme
Saumon fondue de poireaux surgelé marie,173,100,gramme
Saumon frais,206,100,gramme
Saumon fumé,185.3,100,gramme
Saumon fumé (atlantique carrefour discount),193,100,gramme
Saumon fumé bio irlande (capitaine cook),199,100,gramme
Saumon fumé de norvège carrefour,195,100,gramme
Saumon fumé d'ecosse,174,100,gramme
Saumon fumé l'ecossais (william & james),200,100,gramme
"Saumon fumé norvège label rouge, carrefour",183,100,gramme
Saumon fumé norvège marque repère,200,100,gramme
Saumon monoprix atlantique fumé,190,100,gramme
Saumon rouge  conserve naturel south,191,100,gramme
Saumon rouge conserve,191,100,gramme
Saumon sauce à l'oseille - picard (lulu),123,100,gramme
Saumon sauce oseille (cora),113,100,gramme
Saumon sauce oseille et ses pâtes : william saurin,106,100,gramme
Saumon sauvage au naturel connétable,110,100,gramme
Saumon trio de légumes et risotto au parmesan (marie),149,100,gramme
Saupiquet saladière thon farfalle aux tomates,149,100,gramme
Sauté de dinde et riz meida hallal,104,100,gramme
Sauté de porc (lidl),107,100,gramme
Sauté de veau,240,100,gramme
Savane chocolat,458,100,gramme
Savane chocolat noir,432.7,100,gramme
Savane pocket de brossard,410,100,gramme
"Savane pocket, mini gâteau au chocolat brossard : par gâteau de 30g",130,100,gramme
"Savoie yaourt, au lait de chèvre nature",79,100,gramme
Savora amora,120,100,gramme
Scampi,86,100,gramme
Schmelzkase scheiben ( tranchette fromage ),250,100,gramme
Schoko müsli alnatura,397,100,gramme
Schweppes,36.4,100,ml
Schweppes agrum'light,1.9,100,ml
Schweppes fruits rouges et cramberry light ,1.2,100,ml
Schweppes noix de coco ,29,100,ml
Sci-mentor premium whey,392,100,gramme
Scientec nutrition créatine system,314,100,gramme
Scitec 100% whey protein professional,384,100,gramme
Scitec barre protein boost coco/miel,278,100,gramme
Scitec nutrition 100% whey proteine ( 30g),119,1,portion
Scitec nutrition manna,385,100,gramme
Scitec nutrition protein boost beurre de cac,295,1,unité
Scitec-nutrition myomax gain,370,100,gramme
Scitec-nutrition myomax meal,372,100,gramme
Scitec-nutrition promix (three protein),368,100,gramme
Scitec-nutrition volumass 35,350,100,gramme
Scones aux raisins monoprix : par unité de 45g,142,1,unité
Scrack (petit biscuits à saveurs) à la sicilienne panealba,465,100,gramme
Scrack (petits biscuits à saveurs) à la tomate et au basilic panealba,452,100,gramme
Secret de mousse chocolat noir la laitière,159,100,gramme
Secret de mousse la laitère chocolat au lait,104,1,pot
Secret de mousse la laitère citron façon meringuée,95,1,pot
Secret de mousse la laitière (framboise sauce mûre),138,100,gramme
"Secrets de grand-mère knorr poreaux oignons, croutons",44,100,gramme
"Secrets de grand-mère knorr tomates, oignons, croutons",41,100,gramme
Seiche,67.4,100,gramme
Seitan en tranches soy,125,100,gramme
Selection de 3 riz marque repère,350,100,gramme
Selection maraîchère,46,100,gramme
Sélégerme gerblé,350,100,gramme
Sellou : pâtisserie orientale,266,100,gramme
Semoule,372,100,gramme
Semoule à couscous golden sun (lidl),188,100,gramme
Semoule au lait aldi,128,100,gramme
Semoule au lait carrefour,128,100,gramme
Semoule au lait dia,124,100,gramme
Semoule au lait la laitière : pot de 115g,139,1,pot
Semoule au poulet et aux petits légumes,140,100,gramme
Semoule crue,353,100,gramme
Semoule cuite,105.8,100,gramme
Semoule de blé auchan,362,100,gramme
Semoule fine sim,353,100,gramme
Semouline,358,100,gramme
Senja intense en fruits mangue,76,100,gramme
Senja intense en saveur citron,72,100,gramme
Sensations exotiques (apéro-pétales soufflés à base de pomme de terre) saveur indienne-poulet au cum,505,100,gramme
Senseo : cappuccino,60,100,ml
Senseo café choco,34,100,gramme
Séré maigre freefrom,55,100,gramme
Séré maigre nature (weightwatchers) coop,67,100,gramme
Séré maigre nestlé hirz,61,100,gramme
Serious mass,373,100,gramme
Sésame,500,100,gramme
Sésame blond complet toasté,564,100,gramme
Seven up light,0.2,100,ml
Shake herbalife formule 1,356,100,gramme
Shaker instant mass,482,1,portion
Shark energy drink,146,1,canette
Shoko müsli alnatura,397,100,gramme
Shortbread pur beurre les saveurs u : par biscuit,99,1,unité
Sihouette active,45,100,ml
Silhouette active,48,100,ml
Silhouette active candia,48,100,ml
Silhouette active chocolat,48,100,ml
Sirop agave,312,100,gramme
Sirop d agave,312,100,gramme
Sirop de cassis delhaize,342,100,ml
Sirop de citron sport,264,100,ml
Sirop de fruit de la passion auchan,304,100,ml
Sirop de grenadine  ( everyday ),278,100,ml
Sirop de grenadine alléga en sucre,340,100,ml
Sirop de grenadine paquito,19,100,ml
Sirop de grenadine teisseire,348,100,ml
Sirop de menthe (bouteille 75 cl),284,100,ml
Sirop de menthe allégé william,19,100,ml
Sirop de menthe auchan,280,100,ml
Sirop de pêche teisseire,328,100,ml
Sirop de pomme bio naturgie,306,100,gramme
Sirop de the de peche carrefour,292,100,ml
Sirop d'agave,312,100,gramme
Sirop d'agave bio 250ml (bjorg),420,100,gramme
Sirop d'agave bio 350g (saveurs attitudes),286,100,gramme
Sirop d'érable,172,100,gramme
Sirop d'érable mc morning mac do : par portion de 27 g,81,1,portion
Sirop golden circle apple raspberry crush,36,100,ml
Sirop menthe teisseire,308,100,gramme
Sirop teisseire grenadine 0% dilué dans l'eau,2,100,ml
Skippy beurre de cacahuètes,629,100,gramme
Slim fast avec lait 2%,260,100,ml
Smacks,374,100,gramme
Smacks de kellogg's céréales,380,100,gramme
Smarties,455.9,100,gramme
Smoothie ananas banane coco leader price,76,100,gramme
Smoothie ananas bananes & coco,69,100,gramme
Smoothie bio-best (astro),150,1,unité
Smoothie dia banane-fraise,116,1,unité
Smoothie dia mangue-pêche,53,1,unité
Smoothie dia orange-carotte-banane,78,1,unité
Smoothie dia pomme-carotte-fraise,73,1,unité
Smoothie fraise banane pomme lacnor,60,100,ml
Smoothie fraise framboise 100% pur jus (tropicana),49,100,gramme
Smoothie fraises bananes innocent,53,100,ml
"Smoothie fruits&légumes ananas,poire,potiron",117.5,1,pot
Smoothie mangue fruits de la passion leader price,56,100,gramme
Smoothie mangue kiwi,142,1,portion
Smoothie mangues & fruits de la passion innocent,57,100,ml
Smoothie mûres-cassis-myrtilles picard,79,100,ml
Smoothie myrtilles grenades & açai innocent,71,100,ml
Smoothie tropicana,56,100,ml
Smoothie tropicana fraise banane,54,100,ml
"Smoothie ""fraise, framboise & myrtilles"" marque immédia",46,100,ml
"Smoothie, kiwis, pommes et ananas innocent",52,100,ml
Snacks burgers cheese 'charal',272,100,gramme
Snacks burgers cheese 'charal': pour 1 unité,394,1,unité
Snickers ( 1 barre ),308,1,unité
Snickers barre,504,100,gramme
Snickers crunch,206,1,unité
So grilled mac donalds,370,1,unité
So/soupe poireaux de picard,43,100,gramme
Soda au gingembre,124,1,canette
Soda racinette,152,1,canette
Sodebo le classic saumon fumé fromage frais,253,100,gramme
Soignon léger,242,100,gramme
Soja,422,100,gramme
Soja - graines de soja grillées,484,100,gramme
Soja 80 aptonia vanille,378,100,gramme
Soja au chocolat,100,100,gramme
Soja aux fruits leader price,77,100,gramme
Soja crème caramel,120,100,gramme
Soja cuisine,93,100,ml
Soja cuisine bio bjorg,190,100,ml
Soja cuisine bjorg,186,100,ml
Soja dessert caramel bjorg,120,100,gramme
Soja dessert chocolat bjorg,95,100,gramme
Soja dessert saveur vanille bjorg,93,100,gramme
Soja douceur et calcium d'origine végétale** : bjorg,58,100,ml
Soja drink grano vita bio,36,100,ml
Soja drink nature,46,100,ml
Soja nature bio (lait) gerblé,40,100,ml
Soja vanille bjorg,64,100,gramme
"Soja vanille ""provamel""",60,100,ml
Sojade 400gr,50,100,gramme
Sojade banane,91,100,gramme
Sojade chocolat,114,100,gramme
Sojade nature au bifidus,51,100,gramme
Sojade nature bio,54,100,gramme
Sojade pêche fleur de sureau,83,100,gramme
Sojade pruneau,95,100,gramme
Sojami à cuisiner,115,100,gramme
Sojasun bifidus coco,74,100,gramme
Sojasun bifidus saveur citron,73,100,gramme
Sojasun bifidus saveur vanille,73,100,gramme
Sojasun cerises,76,100,gramme
Sojasun figues,76,100,gramme
Sojasun flan vanille sur lit de caramel,113,100,gramme
Sojasun fruits des bois,80,100,gramme
Sojasun fruits du monde,78,100,gramme
Sojasun nature,51,100,gramme
Sojasun plaisir caramel,96,100,gramme
Sojasun plaisir chocolat,109,100,gramme
Sojasun plaisir noisettes amandes,98,100,gramme
Sojasun plaisir vanille,84,100,gramme
Sojasun pulpe de fruit abricot goyave,80,100,gramme
Sojasun pulpe de fruit framboise passion,80,100,gramme
Sojasun pulpe de fruit pêche litchi,76,100,gramme
Sojasun pulpe de fruits myrtilles,79,100,gramme
Sojasun saveur vanille + calcium,47,100,gramme
Sojasun steak de soja fines herbes,140,100,gramme
Sojasun steak de soja petits legumes,132,100,gramme
Sojasun steak de soja provencale,143,100,gramme
Sojasun yaourts au chocolat,114,100,gramme
Sojasun yaourts aux fruits rouges,80,100,gramme
Sojasun yaourts noix de coco citron vert,104,100,gramme
Sojasun-steack de soja tomate-basilic,132,100,gramme
Sokoja barre chocolat praliné,396,100,gramme
Sole,75,100,gramme
Solero,130,100,gramme
Solero exotic ,136,100,gramme
Solruta wasa au sésam,370,100,gramme
Son d avoine,290,100,gramme
Son de blé,216,100,gramme
"Son de blé  gerblé ""l'expert diététique""",292,100,gramme
Son de blé celnat,358,100,gramme
Son de ble selon dukan,159,100,gramme
Son d'avoine,397,100,gramme
Son d'avoine bio,374,100,gramme
Son d'avoine bio (karalea),359,100,gramme
Son d'avoine bio (karéléa),336,100,gramme
Son d'avoine bio (markal),340,100,gramme
Son d'avoine bio celnat,245,100,gramme
Son d'avoine bio coop,409,100,gramme
Son d'avoine damhert,389,100,gramme
Son d'avoine gerble,351,100,gramme
"Son d'avoine gerblé ""l'expert diététique""",351,100,gramme
Sorbet,134,100,gramme
Sorbet framboise carte d'or,130,100,gramme
Sorbet framboise picard,66,100,ml
Sorbet plein fruit citron et zestes de citron (leader price) (1portion=2boules=67g),78,1,portion
Sorgho (farine),328,100,gramme
Soubry pâtes intégral (non cuites),342,100,gramme
Souchet,400,100,gramme
Soufflé au fromage,216,100,gramme
"Soufflés croustillants paprika 'weight watchers', par unité de 30 g",98,1,unité
"Soufflés de riz goût caramel, avec édulcorant 'weight watchers', pour 35 g",124,1,unité
Soupe 10 légumes de royco,63,1,part
Soupe 10 légumes royco,36.8,100,gramme
"Soupe à la bisque de tomates en conserve, condensée",104,100,ml
Soupe à la forestière sveltesse,327,100,gramme
Soupe à l'oignon (maggi),340,100,gramme
Soupe a l'oignon maison,95,1,part
Soupe asia a la tomate,44,100,gramme
Soupe au brocoli et au fromage en préparation sèche avec eau ajoutée (cup-a-soup),27,100,gramme
Soupe au chou-fleur déshydratée,360,100,gramme
Soupe au choux gaylord hauser,75,1,portion
Soupe au choux hyperproteinee gaylord hauser,75,1,portion
Soupe au pistou patrimoine gourmande,70,100,gramme
Soupe aux 5 fèves,187,1,portion
Soupe aux épices marocains dietline,74,1,portion
Soupe boeuf et orge,48,100,ml
"Soupe carotte, orange, coriandre alvalle",53,100,ml
Soupe carottes exki,24,100,gramme
Soupe carottes poireaux haricots verts,24,100,gramme
Soupe carrefour 5 légumes,28,100,gramme
"Soupe carrefour bio, saveur du sud",44,100,gramme
Soupe carrefour discount potage saint-germain,33,100,ml
Soupe carrefour discount poulet vermicelles,26,100,ml
Soupe carrefour discount velouté de champignons aux croutons,41,100,ml
Soupe chinoise aux champignons noirs déshydraté (asia-aldi),331,100,gramme
Soupe chinoise du sichuan knorr,35,100,ml
Soupe chinoise épicée sveltesse,327,100,gramme
Soupe chinoise épicée sveltesse reconstituée,25,100,gramme
Soupe chorba aadams,37,100,gramme
Soupe chorba déshydraté (maggi),334,100,gramme
"Soupe commerciale, condensée, au brocoli et au fromage en conserve",83,100,ml
Soupe condensée au bouillon de poulet en conserve,33,100,ml
Soupe condensée aux fèves et aux saucisses en conserve,158,100,ml
Soupe cresson ideal,24,100,gramme
"Soupe de boeuf et champignons en conserve, condensée",65,100,ml
Soupe de bolets knorr,39,100,ml
Soupe de legumes ligne fine de leader price,13,100,gramme
Soupe de poisson à la bretonne marque auchan,42,100,gramme
Soupe de poisson à la méditerranéenne liebig,31,100,gramme
Soupe de poisson recette de l'ile de ré ( monoprix gourmet ),29,100,gramme
Soupe de poissons de l'atlantique (dia-ed),38,100,gramme
Soupe de poissons et langoustines (lidl),33,100,gramme
"Soupe de pommes de terre à la ciboulette weight watchers, pour 150 ml préparation",37,1,portion
Soupe de potiron chataigne liebig,36,100,gramme
Soupe de potiron pursoup' liebig,27,100,ml
Soupe de raviolis à la pékinoise,389,100,gramme
Soupe de tomate aux vermicelles maggi,321,100,gramme
Soupe de tomate basilic st eloi,35,100,gramme
"Soupe délice à la forestière déshydratée royco minute soup (match, auchan)",53,100,ml
Soupe déshydraté liebig à la savoyarde ,38,100,ml
Soupe deshydratée creme de champignons royco,42,100,ml
Soupe fondue de poireau aux st jacques liebig,54,100,gramme
Soupe forestière knorr,45,100,gramme
Soupe gourmet plus creme de chou/brocoli,41,100,gramme
Soupe instantanée 10 légumes du jardin (menuto-aldi),359,100,gramme
Soupe instantanée 7 légumes aux fines herbes (menuto-aldi),359,100,gramme
Soupe instantanée crème d'asperges avec croutons (menuto-aldi),415,100,gramme
Soupe instantanée curry leader price,45,100,gramme
Soupe instantanée gratinée aux oignons sautés avec des croûtons (menuto-aldi),398,100,gramme
Soupe knorr  chanterelles,50,100,ml
"Soupe knorr - poireaux, crevettes, pointe de crème",52,100,ml
Soupe knorr crème d'asperge,26,100,gramme
"Soupe knorr déshydraté secrets de ma grand-mère (haricots verts, carottes, petits poids)",39,100,ml
Soupe knorr douceur au coeur d'artichaut,30,100,gramme
Soupe knorr douceur de 8 légumes à la crème fraiche,75,100,ml
Soupe knorr douceur de 8 legumes verts,30,100,ml
Soupe knorr douceur de legumes du soleil,50,100,ml
Soupe knorr lentilles carottes pdt,38,100,gramme
Soupe knorr ligne légumes du midi,24,100,ml
Soupe knorr mouline de legumes varies,120,100,gramme
"Soupe knorr poireaux, pommes de terre, lardons",76,100,ml
Soupe knorr sachet individuel poireaux oignon croutons,90,1,part
Soupe knorr soupe potagère de légumes,21,100,ml
Soupe knorr velouté de 9 légumes,34,100,ml
Soupe knorr velouté de cresson,21,100,ml
Soupe knorr velouté de potiron à la crème fraîche,35,100,ml
Soupe knorr-ligne tomate-celeri,16,100,ml
Soupe legumes,90,100,ml
Soupe légumes d'autrefois liebig oseille et cresson,47,100,ml
Soupe légumes maison sans matiere grasse,72,100,gramme
Soupe legumes variés leader price,83,1,portion
Soupe légumes verts et comté super u,50,100,ml
Soupe legumes verts leader price,79,1,portion
Soupe légumes verts picard,75,100,gramme
Soupe liebig à l'oignon au fromage fondu,28,100,gramme
